question_concept_id,question,answer_concept_id,answer
836778,"Including yourself, who in your family has had ovarian cancer? Select all that apply.",43529680,"Including yourself, who in your family has had ovarian cancer? - Sibling"
43528875,Are you currently prescribed medications and/or receiving treatment for sleep apnea?,43529517,Are you currently prescribed medications and/or receiving treatment for sleep apnea? - No
836781,"Including yourself, who in your family has had skin cancer? Select all that apply.",43529817,"Including yourself, who in your family has had skin cancer? - Self"
43530414,About how old were you when you were first told you had atrial fibrillation (a-fib) or atrial flutter (or a-flutter)?,1385576,About how old were you when you were first told you had atrial fibrillation (a-fib) or atrial flutter (or a-flutter)? - Elderly (75+)
836787,"Including yourself, who in your family has had high blood pressure (hypertension)? Select all that apply.",43528934,"Including yourself, who in your family has had high blood pressure (hypertension)? - Son"
836787,"Including yourself, who in your family has had high blood pressure (hypertension)? Select all that apply.",43528930,"Including yourself, who in your family has had high blood pressure (hypertension)? - Father"
43528634,Have you or anyone in your family ever been diagnosed with the following digestive conditions? Think only of the people you are related to by blood. Select all that apply.,836756,Have you or anyone in your family ever been diagnosed with the following digestive conditions? Think only of the people you are related to by blood. - Gall stones
836794,"Including yourself, who in your family has had Crohn's disease? Select all that apply.",43528602,"Including yourself, who in your family has had Crohn's disease? - Mother"
836797,"Including yourself, who in your family has had hyperthyroidism? Select all that apply.",43529067,"Including yourself, who in your family has had hyperthyroidism? - Father"
836801,"Including yourself, who in your family has had kidney stones? Select all that apply.",43529166,"Including yourself, who in your family has had kidney stones? - Son"
1384642,Are you currently prescribed medications and/or receiving treatment for severe acute respiratory syndrome (SARS)?,1384845,Are you currently prescribed medications and/or receiving treatment for severe acute respiratory syndrome (SARS)? - No
836806,"Including yourself, who in your family has had Lou Gehrig's disease (amyotrophic lateral sclerosis)? Select all that apply.",702793,"Including yourself, who in your family has had Lou Gehrig's disease (amyotrophic lateral sclerosis)? - Mother"
836808,"Including yourself, who in your family has had migraine headaches? Select all that apply.",1384427,"Including yourself, who in your family has had migraine headaches? - Self"
43530442,About how old were you when you were first told you had bone cancer?,1385106,About how old were you when you were first told you had bone cancer? - Adult (18-64)
43530444,About how old were you when you were first told you had breast cancer?,1385308,About how old were you when you were first told you had breast cancer? - Elderly (75+)
1384655,About how old were you when you were first told you had spinal cord injury or impairment?,1385580,About how old were you when you were first told you had spinal cord injury or impairment? - Elderly (75+)
836818,"Including yourself, who in your family has had osteoarthritis? Select all that apply.",43529605,"Including yourself, who in your family has had osteoarthritis? - Mother"
1384661,About how old were you when you were first told you had other kidney condition(s)?,1384847,About how old were you when you were first told you had other kidney condition(s)? - Elderly (75+)
836831,"Including yourself, who in your family has had colon cancer/rectal cancer? Select all that apply.",43528571,"Including yourself, who in your family has had colon cancer/rectal cancer? - Son"
1384416,About how old were you when you were first told you had shingles?,1385354,About how old were you when you were first told you had shingles? - Elderly (75+)
